YEAR,Region,Month,Precipitation
1958,Central,OCT,2.51333
1958,Central,NOV,3.90524
1958,Central,DEC,1.59667
1958,Connecticut River,JAN,5.08478
1958,Connecticut River,FEB,3.11565
1958,Connecticut River,MAR,2.84826
1958,Connecticut River,APR,5.17522
1958,Connecticut River,MAY,3.32348
1958,Connecticut River,JUN,2.20304
1958,Connecticut River,JUL,5.10261
1958,Connecticut River,AUG,3.60043
1958,Connecticut River,SEP,5.53261
1958,Connecticut River,OCT,3.20391
1958,Connecticut River,NOV,3.85304
1958,Connecticut River,DEC,1.45087
1958,Northeast,JAN,9.2837
1958,Northeast,FEB,3.9875
1958,Northeast,MAR,3.61321
1958,Northeast,APR,5.90929
1958,Northeast,MAY,3.41321
1958,Northeast,JUN,2.00893
1958,Northeast,JUL,4.24643
1958,Northeast,AUG,3.41571
1958,Northeast,SEP,5.56607
1958,Northeast,OCT,3.39071
1958,Northeast,NOV,3.14929
1958,Northeast,DEC,1.65607
1958,Southeast,JAN,7.83
1958,Southeast,FEB,3.81435
1958,Southeast,MAR,4.13696
1958,Southeast,APR,8.22435
1958,Southeast,MAY,4.78913
1958,Southeast,JUN,2.27652
1958,Southeast,JUL,4.44261
1958,Southeast,AUG,5.53565
1958,Southeast,SEP,5.42652
1958,Southeast,OCT,2.93739
1958,Southeast,NOV,3.12913
1958,Southeast,DEC,1.89609
1958,Western,JAN,3.925
1958,Western,FEB,2.7825
1958,Western,MAR,1.9975
1958,Western,APR,3.74
1958,Western,MAY,2.2125
1958,Western,JUN,2.595
1958,Western,JUL,5.1575
1958,Western,AUG,3.8475
1958,Western,SEP,6.155
1958,Western,OCT,3.5325
1958,Western,NOV,4.055
1958,Western,DEC,1.0775
1959,Cape Cod and Islands,JAN,1.86143
1959,Cape Cod and Islands,FEB,4.60286
1959,Cape Cod and Islands,MAR,6.22143
1959,Cape Cod and Islands,APR,3.58714
1959,Cape Cod and Islands,MAY,1.98429
1959,Cape Cod and Islands,JUN,5.56167
1959,Cape Cod and Islands,JUL,5.735
1959,Cape Cod and Islands,AUG,2.13167
1959,Cape Cod and Islands,SEP,0.54
1959,Cape Cod and Islands,OCT,6.5
1959,Cape Cod and Islands,NOV,4.53857
1959,Cape Cod and Islands,DEC,3.39143
1959,Central,JAN,3.51429
1959,Central,FEB,2.57429
1959,Central,MAR,4.84857
1959,Central,APR,4.32857
1959,Central,MAY,1.18048
1959,Central,JUN,4.24571
1959,Central,JUL,6.3935
1959,Central,AUG,4.5365
1959,Central,SEP,1.71667
1959,Central,OCT,7.90381
1959,Central,NOV,5.00429
1959,Central,DEC,4.38667
1959,Connecticut River,JAN,3.64174
1959,Connecticut River,FEB,2.3887
1959,Connecticut River,MAR,4.82636
1959,Connecticut River,APR,3.85261
1959,Connecticut River,MAY,1.29957
1959,Connecticut River,JUN,3.9487
1959,Connecticut River,JUL,4.74913
1959,Connecticut River,AUG,5.38091
1959,Connecticut River,SEP,1.70696
1959,Connecticut River,OCT,8.89565
1959,Connecticut River,NOV,5.27478
1959,Connecticut River,DEC,4.52609
1959,Northeast,JAN,2.74
1959,Northeast,FEB,2.965
1959,Northeast,MAR,4.72107
1959,Northeast,APR,3.65786
1959,Northeast,MAY,1.04321
1959,Northeast,JUN,6.35607
1959,Northeast,JUL,6.71036
1959,Northeast,AUG,3.10964
1959,Northeast,SEP,1.34393
1959,Northeast,OCT,5.1875
1959,Northeast,NOV,4.36893
1959,Northeast,DEC,4.40143
1959,Southeast,JAN,2.11609
1959,Southeast,FEB,3.83348
1959,Southeast,MAR,6.1187
1959,Southeast,APR,4.12435
1959,Southeast,MAY,1.78217
1959,Southeast,JUN,6.26826
1959,Southeast,JUL,5.79087
1959,Southeast,AUG,2.3113
1959,Southeast,SEP,1.02565
1959,Southeast,OCT,5.71826
1959,Southeast,NOV,4.90478
1959,Southeast,DEC,4.42174
1959,Western,JAN,4.1275
1959,Western,FEB,2.085
1959,Western,MAR,3.29
1959,Western,APR,1.97
1959,Western,MAY,0.7975
1959,Western,JUN,3.2625
1959,Western,JUL,4.01
1959,Western,AUG,4.895
1959,Western,SEP,1.255
1959,Western,OCT,7.8
1959,Western,NOV,5.4625
1959,Western,DEC,4.715
1960,Cape Cod and Islands,JAN,3.22833
1960,Cape Cod and Islands,FEB,5.08667
1960,Cape Cod and Islands,MAR,2.63143
1960,Cape Cod and Islands,APR,3.72857
1960,Cape Cod and Islands,MAY,3.26167
1960,Cape Cod and Islands,JUN,2.36286
1960,Cape Cod and Islands,JUL,3.77571
1960,Cape Cod and Islands,AUG,0.88143
1960,Cape Cod and Islands,SEP,4.11571
1960,Cape Cod and Islands,OCT,1.88571
1960,Cape Cod and Islands,NOV,3.23833
1960,Cape Cod and Islands,DEC,5.14167
1960,Central,JAN,3.11095
1960,Central,FEB,4.40381
1960,Central,MAR,3.40429
1960,Central,APR,4.20571
1960,Central,MAY,4.81619
1960,Central,JUN,3.46429
1960,Central,JUL,7.03429
1960,Central,AUG,3.23
1960,Central,SEP,7.15524
1960,Central,OCT,3.75952
1960,Central,NOV,2.91429
1960,Central,DEC,3.10524
1960,Connecticut River,JAN,3.27261
1960,Connecticut River,FEB,4.77739
1960,Connecticut River,MAR,3.22391
1960,Connecticut River,APR,4.27261
1960,Connecticut River,MAY,3.89522
1960,Connecticut River,JUN,4.15826
1960,Connecticut River,JUL,6.47727
1960,Connecticut River,AUG,3.67783
1960,Connecticut River,SEP,7.5913
1960,Connecticut River,OCT,3.12174
1960,Connecticut River,NOV,2.46609
1960,Connecticut River,DEC,2.79174
1960,Northeast,JAN,3.05214
1960,Northeast,FEB,4.42
1960,Northeast,MAR,3.12929
1960,Northeast,APR,3.27714
1960,Northeast,MAY,3.79214
1960,Northeast,JUN,2.03
1960,Northeast,JUL,5.25357
1960,Northeast,AUG,1.9175
1960,Northeast,SEP,6.05857
1960,Northeast,OCT,2.67893
1960,Northeast,NOV,2.75857
1960,Northeast,DEC,3.59893
1960,Southeast,JAN,3.36435
1960,Southeast,FEB,5.1287
1960,Southeast,MAR,3.14348
1960,Southeast,APR,3.88261
1960,Southeast,MAY,3.40783
1960,Southeast,JUN,1.72826
1960,Southeast,JUL,5.31478
1960,Southeast,AUG,2.23957
1960,Southeast,SEP,7.14955
1960,Southeast,OCT,2.90478
1960,Southeast,NOV,2.63217
1960,Southeast,DEC,4.50391
1960,Western,JAN,3.2075
1960,Western,FEB,4.4875
1960,Western,MAR,3.1475
1960,Western,APR,3.4275
1960,Western,MAY,1.9725
1960,Western,JUN,4.2275
1960,Western,JUL,4.9
1960,Western,AUG,4.515
1960,Western,SEP,7.1575
1960,Western,OCT,2.74
1960,Western,NOV,1.815
1960,Western,DEC,2.19
1961,Cape Cod and Islands,JAN,2.58667
1961,Cape Cod and Islands,FEB,3.75167
1961,Cape Cod and Islands,MAR,3.75833
1961,Cape Cod and Islands,APR,4.60333
1961,Cape Cod and Islands,MAY,5.66333
1961,Cape Cod and Islands,JUN,1.33714
1961,Cape Cod and Islands,JUL,4.15833
1961,Cape Cod and Islands,AUG,4.545
1961,Cape Cod and Islands,SEP,3.76333
1961,Cape Cod and Islands,OCT,7.95
1961,Cape Cod and Islands,NOV,3.37857
1961,Cape Cod and Islands,DEC,2.99429
1961,Central,JAN,2.67095
1961,Central,FEB,3.28762
1961,Central,MAR,3.65571
1961,Central,APR,4.68524
1961,Central,MAY,3.32333
1961,Central,JUN,3.68667
1961,Central,JUL,4.05429
1961,Central,AUG,3.07476
1961,Central,SEP,4.51571
1961,Central,OCT,2.29381
1961,Central,NOV,3.86286
1961,Central,DEC,3.51667
1961,Connecticut River,JAN,2.74636
1961,Connecticut River,FEB,3.11227
1961,Connecticut River,MAR,3.69091
1961,Connecticut River,APR,4.90455
1961,Connecticut River,MAY,3.64818
1961,Connecticut River,JUN,3.81273
1961,Connecticut River,JUL,3.52227
1961,Connecticut River,AUG,2.63773
1961,Connecticut River,SEP,3.28773
1961,Connecticut River,OCT,2.00409
1961,Connecticut River,NOV,3.63909
1961,Connecticut River,DEC,3.03455
1961,Northeast,JAN,2.38964
1961,Northeast,FEB,3.07286
1961,Northeast,MAR,4.17821
1961,Northeast,APR,5.76821
1961,Northeast,MAY,3.60214
1961,Northeast,JUN,2.11
1961,Northeast,JUL,3.73679
1961,Northeast,AUG,3.44107
1961,Northeast,SEP,7.575
1961,Northeast,OCT,2.57214
1961,Northeast,NOV,4.06857
1961,Northeast,DEC,3.89821
1961,Southeast,JAN,2.62739
1961,Southeast,FEB,3.40217
1961,Southeast,MAR,4.03913
1961,Southeast,APR,5.32609
1961,Southeast,MAY,4.89739
1961,Southeast,JUN,1.79652
1961,Southeast,JUL,3.3713
1961,Southeast,AUG,3.31696
1961,Southeast,SEP,6.99682
1961,Southeast,OCT,3.76217
1961,Southeast,NOV,3.45783
1961,Southeast,DEC,3.5787
1961,Western,JAN,1.9675
1961,Western,FEB,3.225
1961,Western,MAR,2.71
1961,Western,APR,4.1975
1961,Western,MAY,3.9425
1961,Western,JUN,4.3825
1961,Western,JUL,3.2075
1961,Western,AUG,2.715
1961,Western,SEP,3.55
1961,Western,OCT,1.5625
1961,Western,NOV,4.435
1961,Western,DEC,3.4675
1962,Cape Cod and Islands,JAN,4.59
1962,Cape Cod and Islands,FEB,4.25833
1962,Cape Cod and Islands,MAR,1.04333
1962,Cape Cod and Islands,APR,5.02333
1962,Cape Cod and Islands,MAY,1.32
1962,Cape Cod and Islands,JUN,5.54667
1962,Cape Cod and Islands,JUL,2.11167
1962,Cape Cod and Islands,AUG,3.38167
1962,Cape Cod and Islands,SEP,4.36667
1962,Cape Cod and Islands,OCT,7.94
1962,Cape Cod and Islands,NOV,4.785
1962,Cape Cod and Islands,DEC,2.845
1962,Central,JAN,3.42048
1962,Central,FEB,4.41
1962,Central,MAR,2.49286
1962,Central,APR,2.79286
1962,Central,MAY,3.29857
1962,Central,JUN,2.78905
1962,Central,JUL,2.59
1962,Central,AUG,3.67
1962,Central,SEP,3.64714
1962,Central,OCT,7.24095
1962,Central,NOV,3.02762
1962,Central,DEC,3.47667
1962,Connecticut River,JAN,3.29409
1962,Connecticut River,FEB,4.38091
1962,Connecticut River,MAR,2.46773
1962,Connecticut River,APR,2.74
1962,Connecticut River,MAY,2.47273
1962,Connecticut River,JUN,2.25864
1962,Connecticut River,JUL,2.30545
1962,Connecticut River,AUG,3.43
1962,Connecticut River,SEP,3.82727
1962,Connecticut River,OCT,5.21864
1962,Connecticut River,NOV,2.73909
1962,Connecticut River,DEC,3.24273
1962,Northeast,JAN,3.07429
1962,Northeast,FEB,4.1225
1962,Northeast,MAR,2.98
1962,Northeast,APR,3.63607
1962,Northeast,MAY,2.53429
1962,Northeast,JUN,2.91893
1962,Northeast,JUL,2.42679
1962,Northeast,AUG,3.82821
1962,Northeast,SEP,4.31393
1962,Northeast,OCT,10.3539
1962,Northeast,NOV,3.51357
1962,Northeast,DEC,4.565
1962,Southeast,JAN,4.36217
1962,Southeast,FEB,4.34391
1962,Southeast,MAR,2.29652
1962,Southeast,APR,3.64391
1962,Southeast,MAY,1.83391
1962,Southeast,JUN,4.02304
1962,Southeast,JUL,1.46043
1962,Southeast,AUG,3.97522
1962,Southeast,SEP,3.56478
1962,Southeast,OCT,9.09286
1962,Southeast,NOV,4.10087
1962,Southeast,DEC,3.60739
1962,Western,JAN,3.005
1962,Western,FEB,3.675
1962,Western,MAR,1.6925
1962,Western,APR,2.92
1962,Western,MAY,2.0125
1962,Western,JUN,2.2075
1962,Western,JUL,2.6125
1962,Western,AUG,3.785
1962,Western,SEP,2.915
1962,Western,OCT,3.4425
1962,Western,NOV,2.0325
1962,Western,DEC,3
1963,Cape Cod and Islands,JAN,3.50857
1963,Cape Cod and Islands,FEB,4.09571
1963,Cape Cod and Islands,MAR,4.88429
1963,Cape Cod and Islands,APR,1.81
1963,Cape Cod and Islands,MAY,5.15167
1963,Cape Cod and Islands,JUN,1.26
1963,Cape Cod and Islands,JUL,2.40429
1963,Cape Cod and Islands,AUG,2.67
1963,Cape Cod and Islands,SEP,4.61286
1963,Cape Cod and Islands,OCT,2.24857
1963,Cape Cod and Islands,NOV,4.03143
1963,Cape Cod and Islands,DEC,2.99
1963,Central,JAN,2.91727
1963,Central,FEB,3.08045
1963,Central,MAR,3.63591
1963,Central,APR,1.70045
1963,Central,MAY,2.64409
1963,Central,JUN,3.35455
1963,Central,JUL,2.03682
1963,Central,AUG,2.57545
1963,Central,SEP,3.88409
1963,Central,OCT,0.90364
1963,Central,NOV,6.80273
1963,Central,DEC,2.45909
1963,Connecticut River,JAN,2.78682
1963,Connecticut River,FEB,3.115
1963,Connecticut River,MAR,3.34091
1963,Connecticut River,APR,1.82273
1963,Connecticut River,MAY,2.61773
1963,Connecticut River,JUN,3.91636
1963,Connecticut River,JUL,2.31545
1963,Connecticut River,AUG,2.86136
1963,Connecticut River,SEP,3.66773
1963,Connecticut River,OCT,0.59273
1963,Connecticut River,NOV,6.11727
1963,Connecticut River,DEC,2.57182
1963,Northeast,JAN,3.19857
1963,Northeast,FEB,3.02321
1963,Northeast,MAR,4.09714
1963,Northeast,APR,1.43893
1963,Northeast,MAY,3.14393
1963,Northeast,JUN,1.68643
1963,Northeast,JUL,2.49
1963,Northeast,AUG,2.20964
1963,Northeast,SEP,3.83179
1963,Northeast,OCT,1.94607
1963,Northeast,NOV,8.1775
1963,Northeast,DEC,2.64821
1963,Southeast,JAN,3.6037
1963,Southeast,FEB,3.40343
1963,Southeast,MAR,4.12087
1963,Southeast,APR,1.7437
1963,Southeast,MAY,3.82652
1963,Southeast,JUN,2.45217
1963,Southeast,JUL,3.49
1963,Southeast,AUG,3.04391
1963,Southeast,SEP,4.20565
1963,Southeast,OCT,1.84917
1963,Southeast,NOV,6.505
1963,Southeast,DEC,2.83125
1963,Western,JAN,3.1525
1963,Western,FEB,2.79
1963,Western,MAR,2.8775
1963,Western,APR,1.9775
1963,Western,MAY,2.4075
1963,Western,JUN,2.995
1963,Western,JUL,2.7875
1963,Western,AUG,3.2425
1963,Western,SEP,3.245
1963,Western,OCT,0.5225
1963,Western,NOV,6.64
1963,Western,DEC,2.56
1964,Cape Cod and Islands,JAN,2.94857
1964,Cape Cod and Islands,FEB,4.39
1964,Cape Cod and Islands,MAR,2.04857
1964,Cape Cod and Islands,APR,5.70714
1964,Cape Cod and Islands,MAY,0.69429
1964,Cape Cod and Islands,JUN,0.97
1964,Cape Cod and Islands,JUL,2.47571
1964,Cape Cod and Islands,AUG,2.47714
1964,Cape Cod and Islands,SEP,4.24714
1964,Cape Cod and Islands,OCT,4.39571
1964,Cape Cod and Islands,NOV,1.20857
1964,Cape Cod and Islands,DEC,5.15286
1964,Central,JAN,4.67174
1964,Central,FEB,2.87217
1964,Central,MAR,3.4887
1964,Central,APR,3.4287
1964,Central,MAY,1.19957
1964,Central,JUN,1.72565
1964,Central,JUL,2.82261
1964,Central,AUG,2.28435
1964,Central,SEP,1.46565
1964,Central,OCT,1.85565
1964,Central,NOV,2.69174
1964,Central,DEC,4.52696
1964,Connecticut River,JAN,4.71
1964,Connecticut River,FEB,2.47182
1964,Connecticut River,MAR,3.16591
1964,Connecticut River,APR,3.20318
1964,Connecticut River,MAY,1.26227
1964,Connecticut River,JUN,1.97773
1964,Connecticut River,JUL,3.29909
1964,Connecticut River,AUG,2.59273
1964,Connecticut River,SEP,1.20318
1964,Connecticut River,OCT,1.73318
1964,Connecticut River,NOV,2.39545
1964,Connecticut River,DEC,4.01095
1964,Northeast,JAN,4.39357
1964,Northeast,FEB,3.93464
1964,Northeast,MAR,3.295
1964,Northeast,APR,4.12571
1964,Northeast,MAY,0.92429
1964,Northeast,JUN,1.76607
1964,Northeast,JUL,3.02724
1964,Northeast,AUG,1.68966
1964,Northeast,SEP,2.03138
1964,Northeast,OCT,2.86379
1964,Northeast,NOV,2.56483
1964,Northeast,DEC,4.62897
1964,Southeast,JAN,4.81
1964,Southeast,FEB,4.08958
1964,Southeast,MAR,2.43667
1964,Southeast,APR,5.27792
1964,Southeast,MAY,0.53083
1964,Southeast,JUN,1.52875
1964,Southeast,JUL,3.45417
1964,Southeast,AUG,2.09667
1964,Southeast,SEP,3.63042
1964,Southeast,OCT,2.89375
1964,Southeast,NOV,2.5075
1964,Southeast,DEC,5.48833
1964,Western,JAN,4.4
1964,Western,FEB,2.42333
1964,Western,MAR,3.10333
1964,Western,APR,3.4
1964,Western,MAY,0.64667
1964,Western,JUN,2.04333
1964,Western,JUL,3.61167
1964,Western,AUG,3.56667
1964,Western,SEP,0.97667
1964,Western,OCT,1.36667
1964,Western,NOV,1.87333
1964,Western,DEC,3.915
1965,Cape Cod and Islands,JAN,3.195
1965,Cape Cod and Islands,FEB,2.37143
1965,Cape Cod and Islands,MAR,1.65857
1965,Cape Cod and Islands,APR,3.10143
1965,Cape Cod and Islands,MAY,1.67857
1965,Cape Cod and Islands,JUN,1.84571
1965,Cape Cod and Islands,JUL,1.34857
1965,Cape Cod and Islands,AUG,2.73143
1965,Cape Cod and Islands,SEP,2.39286
1965,Cape Cod and Islands,OCT,2.13429
1965,Cape Cod and Islands,NOV,2.51429
1965,Cape Cod and Islands,DEC,1.53286
1965,Central,JAN,1.99625
1965,Central,FEB,3.16167
1965,Central,MAR,1.9425
1965,Central,APR,2.87917
1965,Central,MAY,1.5025
1965,Central,JUN,3.02
1965,Central,JUL,1.775
1965,Central,AUG,3.014
1965,Central,SEP,2.4492
1965,Central,OCT,3.0516
1965,Central,NOV,2.6004
1965,Central,DEC,2.064
1965,Connecticut River,JAN,2.3713
1965,Connecticut River,FEB,3.14174
1965,Connecticut River,MAR,1.85652
1965,Connecticut River,APR,2.36391
1965,Connecticut River,MAY,1.25261
1965,Connecticut River,JUN,2.61391
1965,Connecticut River,JUL,2.995
1965,Connecticut River,AUG,3.86783
1965,Connecticut River,SEP,3.30333
1965,Connecticut River,OCT,3.03
1965,Connecticut River,NOV,2.49042
1965,Connecticut River,DEC,2.06583
1965,Northeast,JAN,2.03138
1965,Northeast,FEB,3.64034
1965,Northeast,MAR,2.08
1965,Northeast,APR,2.59655
1965,Northeast,MAY,1.56586
1965,Northeast,JUN,3.21862
1965,Northeast,JUL,1.14379
1965,Northeast,AUG,2.18724
1965,Northeast,SEP,2.43034
1965,Northeast,OCT,2.20586
1965,Northeast,NOV,2.33034
1965,Northeast,DEC,1.91517
1965,Southeast,JAN,2.56917
1965,Southeast,FEB,2.98875
1965,Southeast,MAR,1.79792
1965,Southeast,APR,2.81083
1965,Southeast,MAY,1.28875
1965,Southeast,JUN,2.75609
1965,Southeast,JUL,1.0713
1965,Southeast,AUG,2.48208
1965,Southeast,SEP,2.54542
1965,Southeast,OCT,2.68
1965,Southeast,NOV,2.25958
1965,Southeast,DEC,1.77826
1965,Western,JAN,2.77167
1965,Western,FEB,2.025
1965,Western,MAR,1.41
1965,Western,APR,2.435
1965,Western,MAY,1.74333
1965,Western,JUN,2.56167
1965,Western,JUL,3.76667
1965,Western,AUG,4.585
1965,Western,SEP,3.96
1965,Western,OCT,1.92167
1965,Western,NOV,2.70833
1965,Western,DEC,2.76667
1966,Cape Cod and Islands,JAN,3.80667
1966,Cape Cod and Islands,FEB,2.735
1966,Cape Cod and Islands,MAR,1.75286
1966,Cape Cod and Islands,APR,1.74
1966,Cape Cod and Islands,MAY,7.19571
1966,Cape Cod and Islands,JUN,1.66
1966,Cape Cod and Islands,JUL,1.31429
1966,Cape Cod and Islands,AUG,2.95429
1966,Cape Cod and Islands,SEP,5.07833
1966,Cape Cod and Islands,OCT,2.59429
1966,Cape Cod and Islands,NOV,5.29714
1966,Cape Cod and Islands,DEC,2.64429
1966,Central,JAN,3.72231
1966,Central,FEB,3.75308
1966,Central,MAR,2.35385
1966,Central,APR,1.31577
1966,Central,MAY,3.19462
1966,Central,JUN,2.45462
1966,Central,JUL,3.50192
1966,Central,AUG,1.40462
1966,Central,SEP,5.22846
1966,Central,OCT,3.71846
1966,Central,NOV,4.44192
1966,Central,DEC,2.61077
1966,Connecticut River,JAN,2.92458
1966,Connecticut River,FEB,3.56292
1966,Connecticut River,MAR,2.27
1966,Connecticut River,APR,1.35917
1966,Connecticut River,MAY,2.88875
1966,Connecticut River,JUN,2.71
1966,Connecticut River,JUL,4.21083
1966,Connecticut River,AUG,1.57833
1966,Connecticut River,SEP,5.63333
1966,Connecticut River,OCT,4.20833
1966,Connecticut River,NOV,3.91833
1966,Connecticut River,DEC,2.74083
1966,Northeast,JAN,4.63379
1966,Northeast,FEB,3.68379
1966,Northeast,MAR,1.77517
1966,Northeast,APR,1.3669
1966,Northeast,MAY,3.03931
1966,Northeast,JUN,2.21586
1966,Northeast,JUL,2.65586
1966,Northeast,AUG,1.48966
1966,Northeast,SEP,4.8331
1966,Northeast,OCT,3.04345
1966,Northeast,NOV,4.48483
1966,Northeast,DEC,2.77414
1966,Southeast,JAN,4.2975
1966,Southeast,FEB,3.83917
1966,Southeast,MAR,1.71792
1966,Southeast,APR,1.65625
1966,Southeast,MAY,3.91167
1966,Southeast,JUN,2.0775
1966,Southeast,JUL,2.22458
1966,Southeast,AUG,2.53375
1966,Southeast,SEP,5.25292
1966,Southeast,OCT,3.16
1966,Southeast,NOV,4.72125
1966,Southeast,DEC,2.76458
1966,Western,JAN,2.7
1966,Western,FEB,3.06333
1966,Western,MAR,2.39167
1966,Western,APR,1.79833
1966,Western,MAY,2.42667
1966,Western,JUN,2.47667
1966,Western,JUL,4.06667
1966,Western,AUG,2.84667
1966,Western,SEP,5.7
1966,Western,OCT,3.72667
1966,Western,NOV,3.49167
1966,Western,DEC,2.92333
1967,Cape Cod and Islands,JAN,2.26667
1967,Cape Cod and Islands,FEB,3.28333
1967,Cape Cod and Islands,MAR,4.69
1967,Cape Cod and Islands,APR,5.30833
1967,Cape Cod and Islands,MAY,8.74833
1967,Cape Cod and Islands,JUN,3.424
1967,Cape Cod and Islands,JUL,4.03333
1967,Cape Cod and Islands,AUG,5.885
1967,Cape Cod and Islands,SEP,1.99
1967,Cape Cod and Islands,OCT,1.68833
1967,Cape Cod and Islands,NOV,5.29
1967,Cape Cod and Islands,DEC,5.60333
1967,Central,JAN,1.64385
1967,Central,FEB,3.38462
1967,Central,MAR,3.84038
1967,Central,APR,4.37962
1967,Central,MAY,6.90885
1967,Central,JUN,3.68808
1967,Central,JUL,4.17192
1967,Central,AUG,3.83808
1967,Central,SEP,3.53115
1967,Central,OCT,1.80769
1967,Central,NOV,3.41231
1967,Central,DEC,5.6028
1967,Connecticut River,JAN,1.45875
1967,Connecticut River,FEB,2.98
1967,Connecticut River,MAR,3.73333
1967,Connecticut River,APR,4.26542
1967,Connecticut River,MAY,5.73542
1967,Connecticut River,JUN,4.05792
1967,Connecticut River,JUL,4.82708
1967,Connecticut River,AUG,2.78458
1967,Connecticut River,SEP,2.49083
1967,Connecticut River,OCT,2.80542
1967,Connecticut River,NOV,2.86208
1967,Connecticut River,DEC,5.675
1967,Northeast,JAN,2.19067
1967,Northeast,FEB,3.42633
1967,Northeast,MAR,3.809
1967,Northeast,APR,4.77
1967,Northeast,MAY,7.13933
1967,Northeast,JUN,3.816
1967,Northeast,JUL,3.039
1967,Northeast,AUG,3.67633
1967,Northeast,SEP,2.89933
1967,Northeast,OCT,1.19567
1967,Northeast,NOV,3.475
1967,Northeast,DEC,6.104
1967,Southeast,JAN,2.02083
1967,Southeast,FEB,2.86208
1967,Southeast,MAR,4.89458
1967,Southeast,APR,4.565
1967,Southeast,MAY,8.26375
1967,Southeast,JUN,3.29125
1967,Southeast,JUL,3.92792
1967,Southeast,AUG,4.58625
1967,Southeast,SEP,3.20542
1967,Southeast,OCT,2.04792
1967,Southeast,NOV,3.34583
1967,Southeast,DEC,6.72958
1967,Western,JAN,1.375
1967,Western,FEB,3.06
1967,Western,MAR,3.28
1967,Western,APR,3.57167
1967,Western,MAY,3.645
1967,Western,JUN,4.955
1967,Western,JUL,5.90667
1967,Western,AUG,2.60833
1967,Western,SEP,1.965
1967,Western,OCT,3.65167
1967,Western,NOV,2.21167
1967,Western,DEC,4.75833
1968,Cape Cod and Islands,JAN,2.59
1968,Cape Cod and Islands,FEB,1.38333
1968,Cape Cod and Islands,MAR,6.96333
1968,Cape Cod and Islands,APR,1.312
1968,Cape Cod and Islands,MAY,3.67167
1968,Cape Cod and Islands,JUN,5.49
1968,Cape Cod and Islands,JUL,0.586
1968,Cape Cod and Islands,AUG,1.455
1968,Cape Cod and Islands,SEP,1.04833
1968,Cape Cod and Islands,OCT,2.54667
1968,Cape Cod and Islands,NOV,5.96167
1968,Cape Cod and Islands,DEC,6.28
1968,Central,JAN,2.58654
1968,Central,FEB,1.22538
1968,Central,MAR,6.212
1968,Central,APR,1.94731
1968,Central,MAY,5.00538
1968,Central,JUN,7.89462
1968,Central,JUL,1.54115
1968,Central,AUG,1.37462
1968,Central,SEP,1.88192
1968,Central,OCT,2.03154
1968,Central,NOV,6.345
1968,Central,DEC,5.874
1968,Connecticut River,JAN,2.01917
1968,Connecticut River,FEB,1.23417
1968,Connecticut River,MAR,4.86167
1968,Connecticut River,APR,2.60583
1968,Connecticut River,MAY,4.2575
1968,Connecticut River,JUN,8.175
1968,Connecticut River,JUL,1.11625
1968,Connecticut River,AUG,2.12958
1968,Connecticut River,SEP,2.88583
1968,Connecticut River,OCT,2.9575
1968,Connecticut River,NOV,5.69217
1968,Connecticut River,DEC,5.42583
1968,Northeast,JAN,3.15194
1968,Northeast,FEB,1.25516
1968,Northeast,MAR,6.759
1968,Northeast,APR,1.98871
1968,Northeast,MAY,3.66161
1968,Northeast,JUN,6.786
1968,Northeast,JUL,1.40258
1968,Northeast,AUG,1.80258
1968,Northeast,SEP,1.46065
1968,Northeast,OCT,1.99355
1968,Northeast,NOV,7.20129
1968,Northeast,DEC,6.429
1968,Southeast,JAN,3.38542
1968,Southeast,FEB,1.51917
1968,Southeast,MAR,8.63542
1968,Southeast,APR,1.99417
1968,Southeast,MAY,3.89304
1968,Southeast,JUN,6.06458
1968,Southeast,JUL,1.40292
1968,Southeast,AUG,2.01125
1968,Southeast,SEP,1.7013
1968,Southeast,OCT,2.11917
1968,Southeast,NOV,6.98708
1968,Southeast,DEC,6.28348
1968,Western,JAN,1.82667
1968,Western,FEB,1.49
1968,Western,MAR,3.65333
1968,Western,APR,3.11833
1968,Western,MAY,4.405
1968,Western,JUN,7.325
1968,Western,JUL,1.18667
1968,Western,AUG,2.02333
1968,Western,SEP,3.03833
1968,Western,OCT,2.635
1968,Western,NOV,4.835
1968,Western,DEC,5.35833
1969,Cape Cod and Islands,JAN,1.315
1969,Cape Cod and Islands,FEB,7.74
1969,Cape Cod and Islands,MAR,4.20833
1969,Cape Cod and Islands,APR,4.59
1969,Cape Cod and Islands,MAY,1.802
1969,Cape Cod and Islands,JUN,1.79167
1969,Cape Cod and Islands,JUL,2.30333
1969,Cape Cod and Islands,AUG,2.12833
1969,Cape Cod and Islands,SEP,5.36667
1969,Cape Cod and Islands,OCT,2.10833
1969,Cape Cod and Islands,NOV,7.60167
1969,Cape Cod and Islands,DEC,9.315
1969,Central,JAN,1.35038
1969,Central,FEB,4.2692
1969,Central,MAR,2.54731
1969,Central,APR,4.79885
1969,Central,MAY,2.98115
1969,Central,JUN,2.44154
1969,Central,JUL,4.36154
1969,Central,AUG,4.21385
1969,Central,SEP,5.1076
1969,Central,OCT,1.82923
1969,Central,NOV,6.00615
1969,Central,DEC,7.48833
1969,Connecticut River,JAN,1.44167
1969,Connecticut River,FEB,2.98875
1969,Connecticut River,MAR,2.1925
1969,Connecticut River,APR,5.33958
1969,Connecticut River,MAY,2.96125
1969,Connecticut River,JUN,3.24833
1969,Connecticut River,JUL,5.75958
1969,Connecticut River,AUG,4.425
